expected semantic name,input,correct/incorrect,not_correct_segment,correct_segment_v2,correct_segment_v3,no_idx_in_semantic
สอบถามการถอนเงิน,ถอนเงินต่างสาขาวันหยุดได้ไหม,no,ถอนเงิน ต่าง สาขา วันหยุด ได้ไหม,ถอนเงิน ต่าง สาขา วันหยุด ได้ไหม,ถอนเงิน ต่าง สาขา วันหยุด ได้ไหม,6
สอบถามวิธีการใช้ ivr,krungsri phone1572ใช้งานอย่างไร,no,krungsri phone #### ใช้งาน อย่างไร,krungsri phone #### ใช้งาน อย่างไร,krungsri phone #### ใช้งาน อย่างไร,6
สอบถาม krungsri asset,krungsri asset management โทรเบอร์อะไรคะ,no,krungsri asset management โทร เบอร์ อะไร คะ,krungsri asset management โทร เบอร์ อะไรคะ,krungsri asset management โทร เบอร์ อะไรคะ,6
สอบถาม krungsri exclusive,ลูกค้าkseต้องมีเงินฝากเท่าใด,no,ลูกค้า kse ต้อง มี เงินฝาก เท่าใด,ลูกค้า kse ต้อง มี เงินฝาก เท่าใด,ลูกค้า kse ต้อง มี เงินฝาก เท่าใด,6
สอบถาม krungsri prime,ลูกค้าkrungsri primeทำอย่างไรถึงได้เป็น,yes,ลูกค้า krungsri prime ทำ อย่างไร ถึง ได้ เป็น,ลูกค้า krungsri prime ทำอย่างไร ถึง ได้ เป็น,ลูกค้า krungsri prime ทำอย่างไร ถึง ได้ เป็น,6
สอบถามการโอนเงิน,โอนเงินไปต่างธนาคารใช้บัตรกรุงศรี โอนที่กสิกร ไปกรุงไทยไม่ได้หรือคะ,no,โอนเงิน ไป ต่าง ธนาคาร ใช้ บัตร กรุงศรี โอน ที่ กสิกร ไป กรุงไทย ไม่ได้ หรือคะ,โอนเงิน ไป ต่าง ธนาคาร ใช้ บัตร กรุงศรี โอน ที่ กสิกร ไป กรุงไทย ไม่ได้ หรือคะ,โอนเงิน ไป ต่าง ธนาคาร ใช้ บัตร กรุงศรี โอน ที่ กสิกร ไป กรุงไทย ไม่ได้ หรือคะ,6
แจ้งได้รับเอกสารจากธนาคาร,ได้รับเอกสารให้ไปติดต่อธนาคาร ไม่ไปได้ไหมคะ,yes,ได้รับ เอกสาร ให้ ไป ติดต่อ ธนาคาร ไม่ ไป ได้ไหม คะ,ได้รับ เอกสาร ให้ ไป ติดต่อ ธนาคาร ไม่ ไป ได้ ไหมคะ,ได้รับ เอกสาร ให้ ไป ติดต่อ ธนาคาร ไม่ ไป ได้ ไหมคะ,6
สอบถามข้อมูลกองทุน,กองทุนกองที่เสี่ยงน้อยสุดค่ะ เอาแค่ลดหย่อนภาษี ไม่เน้นกำไรมาก,no,กองทุน กอง ที่ เสี่ยง น้อยสุด ค่ะ เอา แค่ ลดหย่อน ภาษี ไม่ เน้น กำไร มาก,กองทุน กอง ที่ เสี่ยง น้อยสุด ค่ะ เอา แค่ ลดหย่อน ภาษี ไม่ เน้น กำไร มาก,กองทุน กอง ที่ เสี่ยง น้อยสุด ค่ะ เอา แค่ ลดหย่อน ภาษี ไม่ เน้น กำไร มาก,6
ยกเลิกบริการ app,ขอยกเลิก kma หน่อยค่ะ,yes,ขอ ยกเลิก kma หน่อย ค่ะ,ขอ ยกเลิก kma หน่อย ค่ะ,ขอ ยกเลิก kma หน่อย ค่ะ,6
ปัญหาการเพิ่มบัญชีใน app,ต้องการเพิ่มบัญชีบน kma ทำอย่างไร,yes,ต้องการ เพิ่ม บัญชี บน kma ทำ อย่างไร,ต้องการ เพิ่ม บัญชี บน kma ทำอย่างไร,ต้องการ เพิ่ม บัญชี บน kma ทำอย่างไร,6
สอบถามสถานะบัตร,ขอทราบสถานะบัตร,yes,ขอ ทราบ สถานะ บัตร,ขอ ทราบ สถานะ บัตร,ขอ ทราบ สถานะ บัตร,6
สอบถามการประเมินบริการ,สอบถามการประเมินบริการ,yes,สอบถาม การประเมิน บริการ,สอบถาม การประเมิน บริการ,สอบถาม การประเมิน บริการ,6
อัตราดอกเบี้ย,ช่วยชี้แจงอัตราดอกเบี้ยบ้านด้วยผู้บริโภคต้องรู้,no,ช่วย ชี้แจง อัตราดอกเบี้ย บ้าน ด้วย ผู้บริโภค ต้อง รู้,ช่วย ชี้แจง อัตราดอกเบี้ย บ้าน ด้วย ผู้บริโภค ต้อง รู้,ช่วย ชี้แจง อัตราดอกเบี้ย บ้าน ด้วย ผู้บริโภค ต้อง รู้,6
การออกบัตรทดแทน,บัตรชำรุดต้องทำยังไงคะ,no,บัตร ชำรุด ต้อง ทำ ยังไง คะ,บัตร ชำรุด ต้อง ทำ ยังไง คะ,บัตร ชำรุด ต้อง ทำ ยังไง คะ,6
